Id,Original Principal Amount,Cancelled Amount,Due to the banque,Credit Status
2623,100000000.0,0.0,73988678.4,Disbursed
2624,3400000.0,0.0,0.0,Repaid
2625,48000000.0,25958451.87,17875413.39,Disbursed
2626,8800000.0,90735.58,0.02,Repaid
2627,12500000.0,0.0,10649583.36,Disbursed
2628,5000000.0,0.0,4786329.6,Disbursed
2629,80000000.0,3471662.67,-0.04,Repaid
2630,100000000.0,14007564.38,67226105.72,Disbursed
2631,68000000.0,4894488.9,54967557.56,Disbursed
2632,194000000.0,0.0,157488652.8,Disbursed
2633,100000000.0,0.0,71894659.2,Disbursed
2634,7000000.0,841319.46,0.0,Repaid
2635,40000000.0,3220542.8,0.01,Repaid
2636,21300000.0,4895143.13,0.0,Repaid
2637,110000000.0,10769.35,79066340.96,Disbursed
2638,55500000.0,4455263.42,40777896.45,Disbursed
2639,26000000.0,6536066.72,0.02,Repaid
2640,25000000.0,516263.81,22568925.17,Disbursed
2641,20000000.0,361579.59,0.01,Repaid
2642,120000000.0,0.0,0.0,Disbursed
2643,12000000.0,3538650.94,0.01,Repaid
2644,8030000.0,250564.47,6357292.07,Disbursed
2645,106000000.0,28372495.12,64374308.04,Disbursed
2646,92000000.0,0.0,73739390.4,Disbursed
2647,60000000.0,5270158.79,47151938.0,Disbursed
2648,85000000.0,86088.04,68220428.76,Disbursed
2649,74450000.0,7738.48,-0.01,Repaid
2650,6300000.0,2427758.15,0.0,Repaid
2651,19000000.0,2680798.3,14080177.94,Disbursed
2652,200000000.0,9695206.17,0.03,Repaid
2653,19900000.0,954095.03,16173362.81,Disbursed
2654,60000000.0,0.0,53140531.2,Disbursed
2655,4000000.0,20663.16,3452169.69,Disbursed
2656,52600000.0,558365.04,0.0,Repaid
2657,10400000.0,659988.1,0.0,Repaid
2658,20000000.0,6068709.85,12310115.9,Disbursed
2659,100000000.0,968691.94,-0.01,Repaid
2660,1050000.0,0.0,0.01,Repaid
2661,6300000.0,857578.6,-0.01,Repaid
2662,76200000.0,1263960.38,-0.03,Repaid
2663,18000000.0,6440.88,15550021.28,Disbursed
2664,16900000.0,188780.24,14435275.18,Disbursed
2665,19300000.0,686578.03,16452120.52,Disbursed
2666,41000000.0,23875011.56,0.01,Repaid
2667,17000000.0,911464.73,0.0,Repaid
2668,22000000.0,54269.71,17640506.81,Disbursed
2669,6700000.0,170258.26,0.01,Repaid
2670,70000000.0,34961084.09,29083970.81,Disbursed
2671,34900000.0,879300.38,-0.01,Repaid
2672,65100000.0,14319533.49,-0.03,Repaid
2673,165000000.0,0.0,134040240.0,Disbursed
2674,54700000.0,0.0,45447120.0,Disbursed
2675,26000000.0,696673.66,0.0,Repaid
2676,28800000.0,3019811.56,21010340.58,Disbursed
2677,25000000.0,1053966.6,0.02,Repaid
2678,45800000.0,2800969.48,0.02,Repaid
2679,8500000.0,963565.77,0.0,Repaid
2680,64500000.0,1299722.82,68544422.13,Disbursed
2681,63000000.0,0.0,51199920.0,Disbursed
2682,165000000.0,0.0,127681478.4,Disbursed
2683,4250000.0,152371.01,0.0,Repaid
2684,37000000.0,48824.1,32111895.3,Disbursed
2685,12700000.0,400705.03,10459182.74,Disbursed
2686,12500000.0,1242515.7,-0.02,Repaid
2687,50000000.0,15940.55,37894253.5,Disbursed
2688,100000000.0,0.0,0.0,Repaid
2689,10000000.0,0.0,0.0,Repaid
2690,20000000.0,1486734.06,15728386.57,Disbursed
2691,26600000.0,472729.44,22089082.11,Disbursed
2692,250000000.0,0.0,0.0,Repaid
2693,470.0,0.0,0.0,Repaid
2694,200.0,0.0,0.0,Repaid
2695,125000000.0,0.0,135459264.0,Disbursed
2696,85000000.0,9076077.77,61662432.85,Disbursed
2697,3800000.0,13498.37,0.0,Repaid
2698,23200000.0,9663080.49,-0.01,Repaid
2699,27819223.62,24517627.72,1484655.22,Disbursed
2700,22880776.38,0.0,0.0,Repaid
2701,40000000.0,567.02,-0.01,Repaid
2702,5400000.0,28642.4,4760946.43,Disbursed
2703,15000000.0,392561.83,12351857.8,Disbursed
2704,18000000.0,1723996.56,-0.01,Repaid
2705,44000000.0,0.0,0.0,Repaid
2706,24500000.0,3934438.66,0.03,Repaid
2707,51900000.0,47252620.92,0.01,Repaid
2708,110000000.0,0.0,85156780.8,Disbursed
2709,60000000.0,0.0,0.0,Repaid
2710,27930000.0,0.0,-0.01,Repaid
2711,26300000.0,0.0,0.0,Repaid
2712,12000000.0,294756.95,0.01,Repaid
2713,100000000.0,0.0,82610208.0,Disbursed
2714,5500000.0,99138.5,4700055.68,Disbursed
2715,5400000.0,406989.84,4425610.46,Disbursed
2716,15000000.0,14917075.8,0.02,Repaid
2717,50000000.0,0.0,0.0,Repaid
2718,190.0,0.0,0.0,Repaid
2719,300.0,0.0,0.0,Repaid
2720,300.0,0.0,0.0,Repaid
2721,150.0,38.36,-0.01,Repaid
2722,15000000.0,15000000.0,0.0,Cancelled
2723,70000000.0,335677.28,60580402.96,Disbursed
2724,158500000.0,19668647.12,122119300.9,Disbursed
2725,62700000.0,0.0,56165736.96,Disbursed
2726,20000000.0,451400.46,17033819.39,Disbursed
2727,5200000.0,2307666.67,0.02,Repaid
2728,13000000.0,565661.86,-0.01,Repaid
2729,11000000.0,1605.37,0.0,Repaid
2730,21500000.0,249924.95,-0.01,Repaid
2731,15000000.0,735145.57,0.01,Repaid
2732,20000000.0,71548.51,-0.03,Repaid
2733,46800000.0,5709546.29,34200112.53,Disbursed
2734,3824814.87,175802.56,2598382.55,Disbursed
2735,13675185.13,0.0,0.0,Repaid
2736,20000000.0,2078280.41,15811490.89,Disbursed
2737,96000000.0,1940370.59,84493760.26,Disbursed
2738,28000000.0,29909.08,23101571.96,Disbursed
2739,150000000.0,2794780.03,114237159.7,Disbursed
2740,40000000.0,0.0,33922344.0,Disbursed
2741,42000000.0,3112617.64,0.0,Repaid
2742,8100000.0,75366.51,7016963.7,Disbursed
2743,247000000.0,197600000.0,43491197.15,Disbursed
2744,3350000.0,0.0,2994677.57,Disbursed
2745,3200000.0,3200000.0,0.0,Cancelled
2746,0.0,0.0,0.0,Terminated
2747,2900000.0,2900000.0,0.0,Cancelled
2748,38500000.0,561187.88,0.02,Repaid
2749,200000000.0,2007177.02,176647279.2,Disbursed
2750,33000000.0,1296107.92,28483245.96,Disbursed
2751,205000000.0,851465.02,158805309.3,Disbursed
2752,47000000.0,4986728.77,35332236.86,Disbursed
2753,77400000.0,365759.94,64730003.52,Disbursed
2754,24600000.0,238239.7,-0.03,Repaid
2755,18200000.0,1910369.2,0.02,Repaid
2756,50000000.0,0.0,0.0,Repaid
2757,51000000.0,0.0,0.0,Repaid
2758,150000000.0,0.0,0.0,Repaid
2759,13700000.0,0.0,0.0,Repaid
2760,50500000.0,2184434.18,43512083.53,Disbursed
2761,9670000.0,27356.81,8797538.92,Disbursed
2762,25000000.0,0.0,0.0,Repaid
2763,25000000.0,4.26,-0.01,Repaid
2764,25000000.0,0.0,0.0,Repaid
2765,3200000.0,81.66,0.03,Repaid
2766,42300000.0,484669.7,0.02,Repaid
2767,26700000.0,2221245.54,22101062.99,Disbursed
2768,14700000.0,9320816.92,4580090.63,Disbursed
2769,67000000.0,3975963.72,53585619.14,Disbursed
2770,8700000.0,6278952.11,2178521.87,Disbursed
2771,75000000.0,21232420.82,0.0,Repaid
2772,74310000.0,60948010.19,0.0,Repaid
2773,20000000.0,0.0,17893509.12,Disbursed
2774,25000000.0,0.0,0.0,Repaid
2775,18300000.0,622717.6,-0.01,Repaid
2776,258000000.0,1956493.42,217423488.2,Disbursed
2777,200000000.0,986.78,169844859.7,Disbursed
2778,246000000.0,29186440.68,182478845.2,Disbursed
2779,29200000.0,5936.73,0.0,Repaid
2780,21830000.0,10098762.9,10483935.92,Disbursed
2781,2200000.0,707013.96,-0.01,Repaid
2782,99260466.79,81802433.61,12130863.89,Disbursed
2783,70939533.21,0.0,0.0,Repaid
2784,188000000.0,2029869.1,0.0,Repaid
2785,9700000.0,0.0,0.0,Repaid
2786,2600000.0,451630.63,-0.01,Repaid
2787,50000000.0,302249.37,-0.02,Repaid
2788,21960000.0,1214717.11,0.0,Repaid
2789,110000000.0,0.0,88865419.2,Disbursed
2790,30000000.0,1077233.97,26116088.92,Disbursed
2791,9000000.0,662465.7,0.02,Repaid
2792,80000000.0,0.0,0.0,Repaid
2793,600.0,0.0,0.0,Repaid
2794,14000000.0,69626.87,0.0,Repaid
2795,11600000.0,241783.7,10220323.62,Disbursed
2796,117800000.0,22839084.15,80433448.82,Disbursed
2797,11000000.0,2056395.79,7981426.94,Disbursed
2798,18100000.0,4687299.34,0.0,Repaid
2799,17400000.0,12186974.2,4616322.65,Disbursed
2800,30000000.0,277048.36,26920703.44,Disbursed
2801,150000000.0,0.0,118227710.4,Disbursed
2802,56000000.0,18322829.81,0.0,Repaid
2803,6676755.66,639936.21,3206155.62,Disbursed
2804,58323244.34,0.0,0.0,Repaid
2805,41400000.0,650394.28,0.04,Repaid
2806,26300000.0,1501442.64,-0.01,Repaid
2807,26200000.0,1704932.02,0.01,Repaid
2808,30000000.0,25492206.08,-0.01,Repaid
2809,9800000.0,1112980.75,-0.01,Repaid
2810,200000000.0,2062246.61,155974832.3,Disbursed
2811,22600000.0,2201471.35,0.01,Repaid
2812,13100000.0,556577.36,0.03,Repaid
2813,18500000.0,17867.17,16463185.24,Disbursed
2814,10900000.0,0.0,11321510.4,Disbursed
2815,75000000.0,0.0,0.0,Repaid
2816,32800000.0,0.0,0.0,Repaid
2817,200000000.0,0.0,0.0,Repaid
2818,30000000.0,3963399.65,0.0,Repaid
2819,88600000.0,1543024.82,73246551.86,Disbursed
2820,60000000.0,0.0,0.0,Repaid
2821,7600000.0,0.0,0.0,Repaid
2822,6300000.0,0.0,0.0,Repaid
2823,5800000.0,0.0,0.0,Repaid
2824,5100000.0,1479.91,0.0,Repaid
2825,9600000.0,386601.21,8330288.16,Disbursed
2826,18000000.0,104659.47,15129608.56,Disbursed
2827,100000000.0,0.0,0.0,Repaid
2828,21800000.0,2151495.25,0.0,Repaid
2829,17000000.0,807077.36,-0.01,Repaid
2830,146800000.0,284337.75,130447408.5,Disbursed
2831,80000000.0,6378549.61,68301192.86,Disbursed
2832,60000000.0,0.0,50528760.0,Disbursed
2833,11000000.0,11000000.0,0.0,Cancelled
2834,10100000.0,3792.33,8675819.17,Disbursed
2835,75000000.0,2941197.05,55708545.05,Disbursed
2836,17000000.0,3108765.24,11658016.19,Disbursed
2837,21200000.0,863395.64,0.01,Repaid
2838,102076343.6,0.0,0.0,Repaid
2839,25000000.0,9529591.74,13022242.19,Disbursed
2840,4000000.0,698627.56,2938243.37,Disbursed
2841,14700000.0,205527.81,0.01,Repaid
2842,12500000.0,1222279.34,-0.01,Repaid
2843,15000000.0,0.0,13334223.36,Disbursed
2844,7077742.69,1247305.47,4026922.92,Disbursed
2845,32922257.31,0.0,0.0,Repaid
2846,100000000.0,640473.84,75153405.78,Disbursed
2847,10000000.0,0.0,8931413.76,Disbursed
2848,23000000.0,371564.79,-0.03,Repaid
2849,10000000.0,236652.2,7621834.07,Disbursed
2850,90000000.0,185508.55,69888322.4,Disbursed
2851,100000000.0,0.0,0.0,Repaid
2852,77900000.0,0.0,0.0,Repaid
2853,150000000.0,0.0,131785142.4,Disbursed
2854,18000000.0,357345.2,14566365.14,Disbursed
2855,12400000.0,0.0,10818332.16,Disbursed
2856,5000000.0,670675.59,0.0,Disbursed
2857,260300000.0,19649455.03,201040609.3,Disbursed
2858,16600000.0,13884069.34,0.0,Repaid
2859,133000000.0,8711413.21,102396586.5,Disbursed
2860,17000000.0,136166.51,14651839.11,Disbursed
2861,13000000.0,5432273.85,0.01,Repaid
2862,13700000.0,62476.36,11124812.21,Disbursed
2863,43000000.0,0.0,34954012.8,Disbursed
2864,14600000.0,0.0,0.0,Repaid
2865,3500000.0,13335.34,0.0,Repaid
2866,40000000.0,0.0,0.0,Repaid
2867,25350000.0,6683622.15,15932092.39,Disbursed
2868,53300000.0,747.01,43128156.6,Disbursed
2869,50000000.0,0.0,0.0,Repaid
2870,19200000.0,628950.8,15881912.48,Disbursed
2871,11500000.0,20139.01,9914252.02,Disbursed
2872,3364000.0,0.0,2778602.4,Disbursed
2873,5000000.0,31410.25,4301988.37,Disbursed
2874,50000000.0,2643619.97,0.01,Repaid
2875,45000000.0,1116890.04,0.02,Repaid
2876,6000000.0,217545.19,5031204.24,Disbursed
2877,40000000.0,0.0,0.0,Repaid
2878,28182728.29,2056748.83,19309524.57,Disbursed
2879,147417271.7,0.0,0.0,Repaid
2880,60000000.0,0.0,50135652.0,Disbursed
2881,43000000.0,25502852.8,0.0,Repaid
2882,24530000.0,32657.99,21617068.07,Disbursed
2883,40000000.0,1334932.62,34092970.76,Disbursed
2884,150000000.0,61111696.27,74453559.74,Disbursed
2885,65100000.0,28084981.19,30910703.39,Disbursed
2886,34000000.0,0.0,0.0,Repaid
2887,13200000.0,1387878.5,0.0,Repaid
2888,23000000.0,103517.04,0.0,Repaid
2889,50000000.0,23732180.98,0.0,Repaid
2890,20400000.0,57974.14,17648409.15,Disbursed
2891,10800000.0,385722.48,0.02,Repaid
2892,30000000.0,1967010.0,0.01,Repaid
2893,9600000.0,1139974.14,0.0,Repaid
2894,16160000.0,9243632.57,0.0,Repaid
2895,75000000.0,0.0,61612488.0,Disbursed
2896,60000000.0,2292693.79,0.0,Repaid
2897,59500000.0,3101749.87,46085321.7,Disbursed
2898,58000000.0,882730.1,46874250.55,Disbursed
2899,13400000.0,0.0,11841563.52,Disbursed
2900,36000000.0,13882.03,0.0,Repaid
2901,3200000.0,239479.16,3122402.12,Disbursed
2902,10200000.0,918230.92,0.0,Repaid
2903,40000000.0,3921099.84,2227846.99,Disbursed
2904,0.0,0.0,0.0,Repaid
2905,11000000.0,1443282.4,-0.01,Repaid
2906,35000000.0,0.0,0.0,Repaid
2907,6800000.0,242549.88,0.0,Repaid
2908,20800000.0,10577559.42,8086086.43,Disbursed
2909,25000000.0,479.03,18684769.31,Disbursed
2910,110000000.0,0.0,83193158.4,Disbursed
2911,100000000.0,10793917.67,77018785.79,Disbursed
2912,8000000.0,1056500.8,-0.01,Repaid
2913,9000000.0,641899.9,0.0,Repaid
2914,600.0,161804.34,441163.13,Disbursed
2915,1800000.0,39625.08,1535948.34,Disbursed
2916,2300000.0,6643.28,1927363.79,Disbursed
2917,15000000.0,10001598.24,4065952.5,Disbursed
2918,70000000.0,0.0,0.0,Repaid
2919,4800000.0,0.0,0.0,Repaid
2920,3500000.0,0.0,0.0,Repaid
2921,2400000.0,0.0,0.0,Repaid
2922,42500000.0,2861574.99,-0.03,Repaid
2923,120800000.0,50010402.71,62229302.38,Disbursed
2924,85000000.0,0.0,67131340.8,Disbursed
2925,14000000.0,131597.04,10941564.66,Disbursed
2926,18200000.0,0.0,0.0,Repaid
2927,165000000.0,12042774.93,132119994.4,Disbursed
2928,33000000.0,2703780.54,-0.01,Repaid
2929,30000000.0,0.0,0.0,Repaid
2930,800.0,0.0,0.0,Repaid
2931,40000000.0,0.0,0.0,Repaid
2932,37000000.0,545666.53,0.0,Repaid
2933,17118145.3,1527701.45,18665039.3,Disbursed
2934,4881854.7,0.0,0.0,Repaid
2935,25200000.0,100561.7,-0.01,Repaid
2936,7200000.0,359176.73,0.0,Repaid
2937,21300000.0,0.0,480542.78,Disbursed
2938,0.0,0.0,0.0,Repaid
2939,15000000.0,290844.86,12610854.72,Disbursed
2940,126000000.0,1477066.39,98243062.04,Disbursed
2941,27800000.0,367898.99,-0.01,Repaid
2942,59800000.0,1522636.12,50358237.94,Disbursed
2943,36400000.0,620491.04,0.0,Repaid
2944,6000000.0,177296.89,0.01,Repaid
2945,45000000.0,0.0,0.0,Repaid
2946,2800000.0,0.0,0.0,Repaid
2947,1800000.0,0.0,0.0,Repaid
2948,20000000.0,146157.34,17141433.42,Disbursed
2949,6064665.13,3666315.31,0.0,Repaid
2950,5081930.5,5081930.5,0.0,Cancelled
2951,113935334.9,0.0,0.0,Repaid
2952,38918069.5,0.0,0.0,Repaid
2953,22000000.0,8628302.46,0.01,Repaid
2954,20400000.0,0.0,0.0,Repaid
2955,4021279.56,2331620.31,1969976.81,Disbursed
2956,1978720.44,0.0,0.0,Repaid
2957,12300000.0,474935.68,-0.01,Repaid
2958,200000000.0,0.0,143029948.8,Disbursed
2959,282900000.0,45356758.79,187238424.4,Disbursed
2960,15500000.0,0.0,0.0,Repaid
2961,3100000.0,0.0,0.0,Repaid
2962,2900000.0,0.0,0.0,Repaid
2963,2200000.0,0.0,0.0,Repaid
2964,1500000.0,0.0,0.0,Repaid
2965,24870000.0,10245714.95,11546717.12,Disbursed
2966,22000000.0,0.0,0.0,Repaid
2967,5830000.0,2334521.74,0.01,Repaid
2968,45000000.0,0.0,34551316.8,Disbursed
2969,61000000.0,0.0,45385756.8,Disbursed
2970,12920000.0,786008.29,6306875.95,Disbursed
2971,36600000.0,13602416.39,-0.01,Repaid
2972,2428140.08,395.9,367458.23,Disbursed
2973,2490927.03,1107903.03,1278806.25,Disbursed
2974,76771859.92,0.0,0.0,Repaid
2975,709072.97,0.0,0.0,Repaid
2976,79660000.0,9543671.46,976993.31,Disbursed
2977,0.0,0.0,0.0,Repaid
2978,30000000.0,0.0,0.0,Repaid
2979,20000000.0,56526.58,14085130.39,Disbursed
2980,39000000.0,11174495.71,22801225.61,Disbursed
2981,12054246.17,1392840.44,7232102.45,Disbursed
2982,87945753.83,0.0,0.0,Repaid
2983,12500000.0,268973.33,-0.03,Repaid
2984,10000000.0,23591.49,8356332.47,Disbursed
2985,50000000.0,0.0,0.0,Repaid
2986,8000000.0,0.0,0.0,Repaid
2987,5400000.0,0.0,0.0,Repaid
2988,2900000.0,0.0,0.0,Repaid
2989,10640000.0,430678.3,0.01,Repaid
2990,25000000.0,0.0,19208599.2,Disbursed
2991,140000000.0,0.0,0.0,Repaid
2992,12100000.0,0.0,0.0,Repaid
2993,50000000.0,889516.64,0.01,Repaid
2994,30000000.0,421.08,0.01,Repaid
2995,30000000.0,0.0,0.0,Repaid
2996,2650000.0,0.0,2053749.6,Disbursed
2997,18000000.0,1077843.3,12646493.59,Disbursed
2998,4000000.0,121411.15,3248756.12,Disbursed
2999,10900000.0,0.0,0.0,Repaid
3000,15000000.0,436397.44,0.0,Repaid
3001,65000000.0,0.0,48661017.6,Disbursed
3002,142000000.0,30432135.4,86878785.26,Disbursed
3003,9000000.0,5789739.23,0.05,Repaid
3004,16000000.0,0.0,12640819.2,Disbursed
3005,15000000.0,117452.63,13394206.0,Disbursed
3006,11800000.0,990077.79,-0.01,Repaid
3007,40000000.0,63.73,0.0,Repaid
3008,150000000.0,0.0,0.0,Repaid
3009,73600000.0,0.0,0.0,Repaid
3010,26700000.0,2176641.28,20853498.54,Disbursed
3011,40000000.0,0.0,32731130.88,Disbursed
3012,40000000.0,0.0,33246581.76,Disbursed
3013,53000000.0,2875318.39,41558299.31,Disbursed
3014,16500000.0,3187.06,15460559.71,Disbursed
3015,3596809.39,0.0,0.0,Repaid
3016,12000000.0,0.0,9940838.4,Disbursed
3017,49000000.0,5682876.74,37925079.64,Disbursed
3018,20000000.0,1452040.67,0.0,Repaid
3019,6600000.0,35785.49,0.0,Repaid
3020,10000040.05,8804364.39,259443.88,Disbursed
3021,88699959.95,0.0,0.0,Repaid
3022,9000000.0,886449.04,-0.01,Repaid
3023,5100000.0,266532.11,-0.01,Repaid
3024,121900000.0,2599495.44,98873993.66,Disbursed
3025,45000000.0,837610.67,41480300.37,Disbursed
3026,23900000.0,6970924.86,0.0,Repaid
3027,24300000.0,699844.95,19624517.13,Disbursed
3028,100000000.0,0.0,78372312.0,Disbursed
3029,6000000.0,897783.28,4492821.37,Disbursed
3030,26700000.0,19498.27,0.0,Repaid
3031,22000000.0,383868.92,18738923.6,Disbursed
3032,12300000.0,3421034.31,0.0,Repaid
3033,25000000.0,0.0,19007251.2,Disbursed
3034,20000000.0,224983.66,14985642.0,Disbursed
3035,290900000.0,20954985.95,225315981.2,Disbursed
3036,24000000.0,10539.18,20737794.64,Disbursed
3037,3070000.0,151.2,2617411.35,Disbursed
3038,3826000.0,61155.28,3139895.52,Disbursed
3039,3502991.61,3411276.88,0.0,Repaid
3040,7497008.39,943639.7,0.0,Repaid
3041,20000000.0,1322990.15,0.0,Repaid
3042,50000000.0,348732.66,43507753.93,Disbursed
3043,101200000.0,17102212.58,73554921.44,Disbursed
3044,12000000.0,133.36,9940749.39,Disbursed
3045,22500000.0,1278784.28,-0.01,Repaid
3046,115000000.0,27091890.19,75223506.17,Disbursed
3047,50000000.0,3878594.46,40309545.56,Disbursed
3048,150000000.0,0.0,0.0,Repaid
3049,30300000.0,0.0,0.0,Repaid
3050,25200000.0,287.24,0.0,Repaid
3051,18100000.0,0.0,0.0,Repaid
3052,9600000.0,0.0,0.0,Repaid
3053,50000000.0,2167513.68,41914035.29,Disbursed
3054,55000000.0,0.0,0.0,Repaid
3055,26400000.0,0.0,0.0,Repaid
3056,20100000.0,0.0,0.0,Repaid
3057,14200000.0,0.0,0.0,Repaid
3058,7200000.0,0.0,0.0,Repaid
3059,30000000.0,0.0,26340153.6,Disbursed
3060,9500000.0,8849.07,8337630.49,Disbursed
3061,37000000.0,3000152.47,29596438.61,Disbursed
3062,180000000.0,1562995.68,156410078.9,Disbursed
3063,40000000.0,20000000.0,17538392.61,Disbursed
3064,10500000.0,1779459.3,7689202.56,Disbursed
3065,17500000.0,23782.43,16087913.66,Disbursed
3066,60000000.0,0.0,49581465.6,Disbursed
3067,3800000.0,779920.05,2535997.6,Disbursed
3068,29500000.0,9494368.4,17420633.51,Disbursed
3069,70000000.0,0.0,0.0,Effective
3070,20000000.0,8350.4,0.01,Repaid
3071,13400000.0,154015.94,0.0,Repaid
3072,21500000.0,4838482.74,13233317.39,Disbursed
3073,17200000.0,2219606.19,12918537.13,Disbursed
3074,100000000.0,338798.87,77170373.14,Disbursed
3075,20700000.0,3751695.95,14913489.84,Disbursed
3076,350000000.0,10034444.0,285090089.1,Disbursed
3077,100000000.0,0.0,77432688.0,Disbursed
3078,14000000.0,1152285.0,0.0,Repaid
3079,1337892.97,4701.72,1170393.56,Disbursed
3080,69662107.03,0.0,0.0,Repaid
3081,15000000.0,4102702.49,9852091.28,Disbursed
3082,5000000.0,4382058.75,523765.67,Disbursed
3083,35000000.0,19.519,-0.01,Repaid
3084,80000000.0,0.0,70023081.6,Disbursed
3085,17923656.42,12787516.13,4509563.1,Disbursed
3086,24703190.61,7599400.9,19734565.85,Disbursed
3087,4303309.8,4303309.8,0.0,Cancelled
3088,31426690.2,0.0,0.0,Repaid
3089,180000000.0,164.83,0.0,Repaid
3090,54600000.0,1520.43,0.0,Repaid
3091,36600000.0,0.0,0.0,Repaid
3092,7413251.38,3080381.45,3438783.67,Disbursed
3093,38586748.62,0.0,0.0,Repaid
3094,17900000.0,17900000.0,0.0,Cancelled
3095,8000000.0,0.0,7171824.0,Disbursed
3096,60000000.0,0.0,52269940.8,Disbursed
3097,4800000.0,6248.2,4171102.7,Disbursed
3098,50000000.0,0.0,0.0,Repaid
3099,27300000.0,452040.65,0.0,Repaid
3100,70000000.0,36740133.51,34622950.86,Disbursed
3101,14000000.0,170263.14,12127181.55,Disbursed
3102,2700000.0,162219.88,3045315.77,Disbursed
3103,102000000.0,99085.05,0.0,Repaid
3104,4400000.0,0.0,0.0,Repaid
3105,2400000.0,0.0,0.0,Repaid
3106,35000000.0,303831.01,31126993.91,Disbursed
3107,122000000.0,0.0,109106837.8,Disbursed
3108,56000000.0,126516.48,0.0,Repaid
3109,40000000.0,14463459.01,22310259.61,Disbursed
3110,100000000.0,0.0,0.0,Repaid
3111,11600000.0,5206532.88,5358542.18,Disbursed
3112,18500000.0,1272906.42,14624541.91,Disbursed
3113,5000000.0,728.4,4432846.41,Disbursed
3114,63000000.0,19567366.42,37780337.36,Disbursed
3115,7900000.0,629253.95,6289965.85,Disbursed
3116,11400000.0,130323.21,10183603.95,Disbursed
3117,120000000.0,4441.27,102578236.7,Disbursed
3118,15000000.0,15000000.0,0.0,Cancelled
3119,10427023.78,1731269.98,7883680.81,Disbursed
3120,94572976.22,0.0,0.0,Repaid
3121,20000000.0,25476.19,17189298.27,Disbursed
3122,15000000.0,105412.37,14070042.37,Disbursed
3123,2437737.65,1023.44,2182834.81,Disbursed
3124,58262262.35,0.0,0.0,Repaid
3125,90000000.0,0.0,71104608.0,Disbursed
3126,25000000.0,7286.16,0.0,Repaid
3127,5407817.19,5407817.19,0.0,Cancelled
3128,21092182.81,23999.05,0.0,Repaid
3129,12600000.0,108618.16,0.0,Repaid
3130,12200000.0,91922.96,0.01,Repaid
3131,499308.68,42536.8,418823.86,Disbursed
3132,7500000.0,2577946.59,5525190.4,Disbursed
3133,3662782.66,212513.62,3863881.77,Disbursed
3134,22500691.32,0.0,0.0,Repaid
3135,6337217.34,0.0,0.0,Repaid
3136,425200000.0,0.0,369180187.2,Disbursed
3137,5129417.18,742885.22,3935814.8,Disbursed
3138,21320582.82,0.0,0.0,Repaid
3139,25000000.0,71647.43,22363989.67,Disbursed
3140,4075334.08,1023377.92,2746395.86,Disbursed
3141,13224665.92,0.0,0.0,Repaid
3142,77000000.0,19462536.51,52108123.99,Disbursed
3143,64100000.0,787243.32,57336655.08,Disbursed
3144,12600000.0,1636565.46,0.0,Repaid
3145,26700000.0,8701726.2,15697849.13,Disbursed
3146,90000000.0,45000000.0,40766663.4,Disbursed
3147,36800000.0,0.0,32323065.6,Disbursed
3148,26600000.0,26600000.0,0.0,Cancelled
3149,17500000.0,17500000.0,0.0,Terminated
3150,50000000.0,317943.85,0.0,Repaid
3151,20000000.0,0.0,16406985.6,Disbursed
3152,20000000.0,168257.09,0.0,Repaid
3153,600.0,0.0,0.0,Repaid
3154,400.0,0.0,0.0,Repaid
3155,136.99,0.0,0.0,Repaid
3156,137.0,0.0,0.0,Repaid
3157,25000000.0,117304.94,22848271.13,Disbursed
3158,16900000.0,913369.47,14127144.42,Disbursed
3159,45000000.0,0.0,38888928.0,Disbursed
3160,3400000.0,656330.89,2414009.28,Disbursed
3161,25000000.0,0.0,20019744.0,Disbursed
3162,40000000.0,14660083.83,4207776.13,Disbursed
3163,0.0,0.0,0.0,Repaid
3164,60000000.0,0.0,0.0,Repaid
3165,25400000.0,0.0,0.0,Repaid
3166,1781389.57,21677.47,1304110.38,Disbursed
3167,33218610.43,0.0,0.0,Repaid
3168,5000000.0,158957.21,4223851.42,Disbursed
3169,5000000.0,0.0,4362540.0,Disbursed
3170,20000000.0,0.0,16406985.6,Disbursed
3171,1179570.72,531631.92,585874.59,Disbursed
3172,29920429.28,0.0,0.0,Repaid
3173,2605243.13,677369.25,1753869.99,Disbursed
3174,23694756.87,0.0,0.0,Repaid
3175,56000000.0,33778201.53,19335465.23,Disbursed
3176,15000000.0,595.47,13087118.62,Disbursed
3177,35600000.0,235147.69,30831354.93,Disbursed
3178,10000000.0,181951.36,8566347.28,Disbursed
3179,7500000.0,212622.95,6418869.07,Disbursed
3180,7500000.0,180597.03,6447075.68,Disbursed
3181,12800000.0,4199925.31,7797397.93,Disbursed
3182,188886.62,0.0,170704.55,Disbursed
3183,1411794.54,0.0,1663338.8,Disbursed
3184,3500000.0,0.0,3681792.0,Disbursed
3185,9911113.38,0.0,0.0,Repaid
3186,3588205.46,0.0,0.0,Repaid
3187,673.03,673.03,0.0,Cancelled
3188,4500000.0,489508.51,4774278.15,Disbursed
3189,12099326.97,0.0,0.0,Repaid
3190,90000000.0,0.0,0.0,Repaid
3191,7800000.0,0.0,0.0,Repaid
3192,13830000.0,0.56,0.0,Repaid
3193,18280000.0,1781532.1,15241394.22,Disbursed
