Id,Original Principal Amount,Cancelled Amount,Due to the banque,Credit Status
8323,9500000.0,0.0,0.0,Repaid
8324,23000000.0,200510.29,32627116.68,Disbursed
8325,13000000.0,2660159.44,0.03,Repaid
8326,5700000.0,907624.16,0.0,Repaid
8327,9300000.0,0.0,0.0,Repaid
8328,70000000.0,3865685.71,0.0,Repaid
8329,32000000.0,0.0,0.0,Repaid
8330,34000000.0,0.0,0.0,Repaid
8331,14000000.0,2932497.64,9246777.19,Disbursed
8332,101000000.0,0.0,82417411.44,Disbursed
8333,4300000.0,197433.12,0.0,Repaid
8334,13100000.0,480997.97,0.03,Repaid
8335,25000000.0,0.0,0.0,Repaid
8336,7000000.0,123971.42,-0.04,Repaid
8337,18000000.0,964684.97,-0.08,Repaid
8338,8000000.0,1016689.83,0.0,Repaid
8339,6000000.0,1580793.87,3711174.23,Disbursed
8340,10000000.0,581540.27,7796400.05,Disbursed
8341,11000000.0,701386.03,-0.02,Repaid
8342,13000000.0,253802.79,-0.02,Repaid
8343,10600000.0,1038825.76,0.03,Repaid
8344,7000000.0,491298.3,-0.03,Repaid
8345,13000000.0,15.23,0.0,Repaid
8346,9000000.0,714919.49,6874754.82,Disbursed
8347,45000000.0,8263.73,21001523.3,Disbursed
8348,16000000.0,3061852.68,10768110.68,Disbursed
8349,12000000.0,3989475.23,6666956.46,Disbursed
8350,18000000.0,7232262.07,9163899.48,Disbursed
8351,6800000.0,40825.46,-0.05,Repaid
8352,5000000.0,19986.77,-0.01,Repaid
8353,20000000.0,5202368.49,0.04,Repaid
8354,12000000.0,231704.65,0.0,Repaid
8355,7000000.0,5615441.08,1156818.1,Disbursed
8356,170000000.0,0.0,140361530.4,Disbursed
8357,28500000.0,14425054.24,11775299.25,Disbursed
8358,15800000.0,80.16,0.0,Repaid
8359,11000000.0,0.0,0.0,Repaid
8360,7700000.0,45500.59,-0.05,Repaid
8361,19000000.0,169002.44,15605653.43,Disbursed
8362,10000000.0,1442248.72,-0.01,Repaid
8363,23000000.0,20413868.87,2165027.17,Disbursed
8364,7000000.0,1157861.02,5006202.29,Disbursed
8365,20000000.0,0.0,0.0,Repaid
8366,20000000.0,20413.14,0.0,Repaid
8367,22000000.0,0.0,0.0,Repaid
8368,7300000.0,375293.3,9226512.34,Disbursed
8369,147000000.0,65469258.57,68018019.28,Disbursed
8370,18000000.0,50598.65,-0.01,Repaid
8371,6300000.0,0.0,0.0,Repaid
8372,50000000.0,726963.44,41141613.23,Disbursed
8373,11000000.0,1582759.87,0.01,Repaid
8374,25000000.0,688963.42,20124056.27,Disbursed
8375,65000000.0,35073044.92,25587476.37,Disbursed
8376,10400000.0,0.0,0.0,Repaid
8377,7600000.0,0.0,6298273.8,Disbursed
8378,2300000.0,0.0,0.0,Repaid
8379,6000000.0,285971.03,4798496.71,Disbursed
8380,47800000.0,0.0,39859075.62,Disbursed
8381,14000000.0,0.0,11696794.2,Disbursed
8382,13000000.0,88753.1,-0.03,Repaid
8383,32000000.0,612008.02,26123370.35,Disbursed
8384,100000000.0,37910297.42,51843201.83,Disbursed
8385,9000000.0,412084.41,7210168.3,Disbursed
8386,7000000.0,101925.37,0.0,Repaid
8387,15000000.0,1852042.82,10962438.0,Disbursed
8388,80000000.0,22320426.23,81140364.9,Disbursed
8389,50000000.0,251425.73,70295582.9,Disbursed
8390,22000000.0,8304819.36,11426161.45,Disbursed
8391,25000000.0,0.0,0.0,Repaid
8392,16000000.0,0.0,0.0,Repaid
8393,40000000.0,0.0,0.0,Repaid
8394,23600000.0,76004.86,0.02,Repaid
8395,6210000.0,11269.21,5209115.1,Disbursed
8396,8100000.0,4690975.13,2878000.81,Disbursed
8397,105000000.0,38778713.95,55099974.81,Disbursed
8398,11000000.0,56527.29,0.0,Repaid
8399,20000000.0,12977978.57,5812709.53,Disbursed
8400,18000000.0,14341651.92,3132209.3,Disbursed
8401,25000000.0,0.0,21317234.4,Disbursed
8402,23000000.0,8442111.54,12499844.54,Disbursed
8403,7600000.0,74037.64,0.0,Repaid
8404,70000000.0,5725076.93,0.0,Repaid
8405,35000000.0,2877132.94,0.01,Repaid
8406,16100000.0,0.0,0.0,Repaid
8407,2000000.0,786105.67,1064261.56,Disbursed
8408,2850000.0,92440.64,0.03,Repaid
8409,4500000.0,19628.1,0.02,Repaid
8410,19100000.0,38529.93,0.01,Repaid
8411,85000000.0,2096627.93,39491136.74,Disbursed
8412,10000000.0,0.0,4781469.09,Disbursed
8413,13000000.0,47224.1,11033665.98,Disbursed
8414,8100000.0,0.0,0.0,Repaid
8415,25900000.0,14554.54,0.0,Repaid
8416,3000000.0,288363.57,2335576.29,Disbursed
8417,40000000.0,0.0,19229948.53,Disbursed
8418,7000000.0,0.0,5998356.0,Disbursed
8419,15000000.0,98883.6,0.0,Repaid
8420,15000000.0,112950.03,0.01,Repaid
8421,15000000.0,112041.78,0.01,Repaid
8422,16700000.0,333094.89,0.02,Repaid
8423,13100000.0,149764.1,0.0,Repaid
8424,31000000.0,10924019.79,17550295.42,Disbursed
8425,29700000.0,184666.31,26508410.5,Disbursed
8426,70000000.0,15976986.8,48327184.06,Disbursed
8427,55000000.0,0.0,0.0,Repaid
8428,1500000.0,0.0,0.0,Repaid
8429,35000000.0,117157.59,0.01,Repaid
8430,3500000.0,1253150.61,1954999.57,Disbursed
8431,4600000.0,30699.49,-0.03,Repaid
8432,27000000.0,2320312.5,21594081.6,Disbursed
8433,7900000.0,10546.89,0.03,Repaid
8434,15000000.0,2365.86,0.0,Repaid
8435,40100000.0,4489.84,0.03,Repaid
8436,17100000.0,93754.22,-0.03,Repaid
8437,22400000.0,3692297.29,0.01,Repaid
8438,8000000.0,38586.26,-0.04,Repaid
8439,50000000.0,2774766.49,41227240.49,Disbursed
8440,25000000.0,6043441.52,16653902.76,Disbursed
8441,12000000.0,6586570.26,4787503.51,Disbursed
8442,4600000.0,0.0,-0.03,Repaid
8443,11500000.0,201815.51,-0.01,Repaid
8444,25000000.0,205682.81,22233272.1,Disbursed
8445,58000000.0,6741832.31,-0.01,Repaid
8446,6900000.0,301491.57,0.0,Repaid
8447,6700000.0,3026159.95,0.0,Repaid
8448,10750000.0,237027.35,0.0,Repaid
8449,11400000.0,5378606.86,-0.01,Repaid
8450,16000000.0,1891256.64,20915494.69,Disbursed
8451,5400000.0,0.0,7955303.97,Disbursed
8452,11000000.0,55681.25,9599327.99,Disbursed
8453,8000000.0,1842832.13,5678453.93,Disbursed
8454,36500000.0,0.0,33390079.38,Disbursed
8455,24500000.0,9257045.01,13770926.38,Disbursed
8456,5100000.0,613201.75,0.0,Repaid
8457,28000000.0,3605.51,-0.02,Repaid
8458,3050000.0,0.0,0.0,Repaid
8459,2650000.0,199572.66,0.01,Repaid
8460,5500000.0,1268694.09,3929643.1,Disbursed
8461,21000000.0,6665133.5,12978260.02,Disbursed
8462,50000000.0,0.0,24011999.23,Disbursed
8463,12780000.0,5716303.02,6326032.07,Disbursed
8464,18000000.0,3703228.33,21378200.94,Disbursed
8465,13500000.0,44820.17,19774844.63,Disbursed
8466,10700000.0,5.19,0.0,Repaid
8467,4500000.0,726.51,0.0,Repaid
8468,41500000.0,52289.49,37977081.41,Disbursed
8469,17500000.0,0.0,15701850.36,Disbursed
8470,5000000.0,965282.35,0.03,Repaid
8471,10000000.0,274.95,8985998.7,Disbursed
8472,140000000.0,0.0,128074128.8,Disbursed
8473,85000000.0,0.0,40800049.54,Disbursed
8474,4000000.0,255.28,0.0,Repaid
8475,50000000.0,0.0,0.0,Repaid
8476,26000000.0,244715.15,-0.02,Repaid
8477,9400000.0,2424451.46,0.03,Repaid
8478,23000000.0,8493281.6,12886615.43,Disbursed
8479,107000000.0,26897743.56,71105335.55,Disbursed
8480,700.0,268375.5,408285.8,Disbursed
8481,7000000.0,828537.47,5503983.08,Disbursed
8482,15200000.0,146997.02,13395515.93,Disbursed
8483,7400000.0,2099808.61,0.02,Repaid
8484,125000000.0,24599739.03,89224893.85,Disbursed
8485,13000000.0,13000000.0,0.0,Cancelled
8486,6000000.0,8573.21,0.01,Repaid
8487,24500000.0,1029.23,21850165.26,Disbursed
8488,46500000.0,1070984.0,40383589.34,Disbursed
8489,6000000.0,15048.66,5378108.72,Disbursed
8490,6000000.0,52.424,5344549.34,Disbursed
8491,36000000.0,8305010.76,24668437.77,Disbursed
8492,70000000.0,0.0,33474354.87,Disbursed
8493,36000000.0,1519608.76,-0.06,Repaid
8494,11700000.0,8560.4,0.0,Repaid
8495,30000000.0,30000000.0,0.0,Cancelled
8496,9000000.0,0.0,0.0,Repaid
8497,172000000.0,26815893.15,131153872.1,Disbursed
8498,12800000.0,1972372.14,0.0,Repaid
8499,25000000.0,1578063.53,0.02,Repaid
8500,50000000.0,3157339.87,36967344.82,Disbursed
8501,23500000.0,0.0,11192033.54,Disbursed
8502,21500000.0,2526962.51,0.03,Repaid
8503,220000000.0,31398667.94,174607529.0,Disbursed
8504,18000000.0,26530.49,0.0,Repaid
8505,10000000.0,4530982.13,3391595.31,Disbursed
8506,5000000.0,1560453.5,2513928.9,Disbursed
8507,7000000.0,385146.04,5404565.23,Disbursed
8508,8000000.0,0.0,6487452.72,Disbursed
8509,2600000.0,5742.03,-0.06,Repaid
8510,60000000.0,6548062.85,77278246.72,Disbursed
8511,15000000.0,0.0,0.0,Repaid
8512,15000000.0,0.0,0.0,Repaid
8513,40000000.0,140064.89,-0.01,Repaid
8514,28000000.0,14559.8,0.0,Repaid
8515,7500000.0,175471.83,-0.03,Repaid
8516,10000000.0,27.81,9398962.44,Disbursed
8517,12000000.0,173095.34,17582940.94,Disbursed
8518,31800000.0,6029302.37,23456511.88,Disbursed
8519,47500000.0,3679480.38,38956391.19,Disbursed
8520,25000000.0,0.0,11804501.14,Disbursed
8521,6000000.0,21569.65,0.04,Repaid
8522,5000000.0,145720.47,4609610.38,Disbursed
8523,9000000.0,850243.27,0.01,Repaid
8524,70000000.0,17160129.22,0.02,Repaid
8525,22000000.0,4280010.07,-0.01,Repaid
8526,4000000.0,0.0,0.0,Repaid
8527,39100000.0,6077720.21,31588265.52,Disbursed
8528,10000000.0,0.0,0.0,Repaid
8529,5500000.0,229284.27,8105911.82,Disbursed
8530,15000000.0,0.0,0.0,Repaid
8531,10000000.0,0.0,0.0,Repaid
8532,22100000.0,0.0,0.0,Repaid
8533,15000000.0,4162760.66,0.0,Repaid
8534,7100000.0,5640759.77,0.0,Repaid
8535,5000000.0,549426.87,-0.02,Repaid
8536,10000000.0,1666.11,0.0,Repaid
8537,150000000.0,47428969.35,96157435.11,Disbursed
8538,8300000.0,1125435.51,6868188.29,Disbursed
8539,8400000.0,583919.31,7657921.57,Disbursed
8540,7500000.0,559304.83,6725318.56,Disbursed
8541,27000000.0,0.0,0.0,Repaid
8542,17000000.0,5913458.48,10998271.06,Disbursed
8543,10600000.0,5601033.45,7761144.61,Disbursed
8544,10000000.0,858533.88,0.0,Repaid
8545,12500000.0,6453817.91,-0.02,Repaid
8546,40000000.0,12489.07,-0.01,Repaid
8547,2000000.0,142229.37,1800156.82,Disbursed
8548,5000000.0,120290.2,4822865.86,Disbursed
8549,138000000.0,44300906.32,92750840.85,Disbursed
8550,25000000.0,847922.3,-0.01,Repaid
8551,11500000.0,2286633.55,0.01,Repaid
8552,8000000.0,3457323.3,4401711.6,Disbursed
8553,9300000.0,5483.46,9022221.78,Disbursed
8554,23800000.0,225463.36,0.03,Repaid
8555,13700000.0,6080432.38,0.03,Repaid
8556,145000000.0,0.0,75310176.54,Disbursed
8557,100000000.0,0.0,98905969.26,Disbursed
8558,150000000.0,4816053.51,143547580.3,Disbursed
8559,24000000.0,59443.22,0.03,Repaid
8560,8800000.0,1496702.03,0.0,Repaid
8561,5200000.0,0.0,0.0,Repaid
8562,4700000.0,2519579.79,2163065.94,Disbursed
8563,5000000.0,34090.51,5024902.31,Disbursed
8564,5000000.0,29294.45,4930058.55,Disbursed
8565,9500000.0,1509.86,0.04,Repaid
8566,28800000.0,0.0,0.0,Repaid
8567,5100000.0,609787.41,-0.01,Repaid
8568,55000000.0,0.0,56050022.7,Disbursed
8569,5000000.0,2130462.28,-0.01,Repaid
8570,22000000.0,890040.38,0.0,Repaid
8571,4800000.0,2024148.51,0.0,Repaid
8572,6000000.0,36186.56,6113530.93,Disbursed
8573,16400000.0,1436186.7,-0.01,Repaid
8574,12400000.0,3761.31,-0.01,Repaid
8575,49000000.0,11882265.83,37769084.11,Disbursed
8576,7200000.0,1397452.84,5913437.78,Disbursed
8577,7500000.0,1932270.49,-0.03,Repaid
8578,5250000.0,2852583.03,-0.01,Repaid
8579,60000000.0,0.0,0.0,Repaid
8580,78000000.0,6814781.92,72519572.16,Disbursed
8581,20000000.0,12374181.36,0.0,Repaid
8582,30000000.0,245729.83,-0.01,Repaid
8583,40000000.0,0.0,21219151.01,Disbursed
8584,80000000.0,0.0,41776793.79,Disbursed
8585,4000000.0,229095.18,3834438.98,Disbursed
8586,2600000.0,1869154.06,0.0,Repaid
8587,8000000.0,20625.76,0.01,Repaid
8588,2000000.0,242767.83,1830424.14,Disbursed
8589,18100000.0,357103.03,-0.01,Repaid
8590,10000000.0,8285300.36,1785706.92,Disbursed
8591,3500000.0,531823.91,3112845.54,Disbursed
8592,110000000.0,27939857.71,83552800.32,Disbursed
8593,30000000.0,0.0,31050720.54,Disbursed
8594,22000000.0,1317359.8,19305516.82,Disbursed
8595,12000000.0,2470737.48,0.02,Repaid
8596,5000000.0,11407.74,0.0,Repaid
8597,48000000.0,6681911.99,43777260.76,Disbursed
8598,10000000.0,2063216.5,0.0,Repaid
8599,12300000.0,3837114.19,-0.01,Repaid
8600,30000000.0,0.0,14721067.58,Disbursed
8601,8000000.0,46233.38,0.05,Repaid
8602,9000000.0,3667310.88,5653862.0,Disbursed
8603,19500000.0,5707703.43,0.0,Repaid
8604,21600000.0,1339070.28,0.06,Repaid
8605,27800000.0,0.0,0.0,Repaid
8606,6200000.0,15307.01,0.0,Repaid
8607,40000000.0,180604.49,0.0,Repaid
8608,52500000.0,11775941.45,41733015.45,Disbursed
8609,34500000.0,0.0,35325702.72,Disbursed
8610,8000000.0,1763829.91,0.0,Repaid
8611,47300000.0,5036523.28,21733194.17,Disbursed
8612,75000000.0,0.0,36778376.92,Disbursed
8613,26600000.0,619656.97,-0.02,Repaid
8614,55000000.0,6845697.71,0.03,Repaid
8615,14900000.0,5710651.42,0.01,Repaid
8616,45000000.0,341362.78,0.0,Repaid
8617,165000000.0,10907451.92,154162420.2,Disbursed
8618,10000000.0,268754.66,15116714.97,Disbursed
8619,13200000.0,7508712.61,5023604.51,Disbursed
8620,20000000.0,2177852.54,27685272.78,Disbursed
8621,17750000.0,1387566.09,16843572.41,Disbursed
8622,14500000.0,499475.76,14337515.16,Disbursed
8623,14400000.0,899517.42,13894815.28,Disbursed
8624,9300000.0,423544.32,0.01,Repaid
8625,99000000.0,59595321.09,39880643.6,Disbursed
8626,12800000.0,2201768.83,-0.01,Repaid
8627,160000000.0,31181485.99,131147189.7,Disbursed
8628,41000000.0,20193871.8,21996225.72,Disbursed
8629,51000000.0,13417444.14,37648826.45,Disbursed
8630,30000000.0,71695.35,46488680.15,Disbursed
8631,9500000.0,0.0,0.0,Repaid
8632,11600000.0,496231.89,0.0,Repaid
8633,10500000.0,0.0,0.0,Effective
8634,3100000.0,504912.95,0.0,Repaid
8635,28000000.0,773.14,0.0,Repaid
8636,48600000.0,0.0,0.0,Repaid
8637,20000000.0,538291.79,-0.01,Repaid
8638,72100000.0,15008220.36,55932225.19,Disbursed
8639,4900000.0,2370084.18,0.0,Repaid
8640,79000000.0,17412163.07,60460671.48,Disbursed
8641,28000000.0,9928377.11,17755055.78,Disbursed
8642,6600000.0,70418.13,-0.09,Repaid
8643,7500000.0,2011419.25,0.07,Repaid
8644,3900000.0,4090.11,0.04,Repaid
8645,5500000.0,3217.24,0.0,Repaid
8646,22000000.0,4592159.23,25313455.18,Disbursed
8647,10600000.0,2742299.73,11629355.28,Disbursed
8648,11000000.0,266730.36,0.0,Repaid
8649,90000000.0,0.0,42754008.48,Disbursed
8650,62000000.0,12465738.3,47444111.72,Disbursed
8651,30000000.0,55728.27,0.0,Repaid
8652,12700000.0,8403298.57,4121220.27,Disbursed
8653,2000000.0,677717.91,1342275.34,Disbursed
8654,4300000.0,3419051.71,1291913.59,Disbursed
8655,56000000.0,12627896.26,42052884.95,Disbursed
8656,78000000.0,0.0,78278545.8,Disbursed
8657,9000000.0,2146797.62,0.0,Repaid
8658,22000000.0,7536157.89,14060470.67,Disbursed
8659,70000000.0,4506237.8,63525975.88,Disbursed
8660,15000000.0,0.0,0.0,Repaid
8661,6300000.0,7263.76,0.02,Repaid
8662,200000000.0,0.0,193827645.9,Disbursed
8663,20000000.0,0.0,0.0,Repaid
8664,2500000.0,19.27,2334744.72,Disbursed
8665,7600000.0,3263095.73,-0.01,Repaid
8666,25000000.0,0.0,0.0,Repaid
8667,20000000.0,0.0,0.0,Repaid
8668,10300000.0,4094007.56,0.01,Repaid
8669,10000000.0,0.0,0.0,Repaid
8670,25000000.0,0.0,11604659.45,Disbursed
8671,20000000.0,510053.82,8927919.36,Disbursed
8672,140000000.0,0.0,129426066.0,Disbursed
8673,2000000.0,4991.49,1967642.38,Disbursed
8674,10000000.0,1111111.11,8305469.83,Disbursed
8675,27800000.0,328074.64,0.0,Repaid
8676,12700000.0,2987698.73,0.0,Repaid
8677,40200000.0,9559034.03,28875281.19,Disbursed
8678,120000000.0,0.0,54969439.48,Disbursed
8679,28500000.0,0.0,0.0,Repaid
8680,37500000.0,0.0,36336195.0,Disbursed
8681,24500000.0,2566.06,-0.01,Repaid
8682,6000000.0,10459.84,5700025.16,Disbursed
8683,5500000.0,144816.95,-0.01,Repaid
8684,28000000.0,160802.3,0.01,Repaid
8685,10800000.0,0.0,0.0,Repaid
8686,8000000.0,1328019.51,0.0,Repaid
8687,70000000.0,0.0,32065506.37,Disbursed
8688,11900000.0,0.0,0.0,Repaid
8689,5800000.0,28794.65,0.0,Repaid
8690,15600000.0,4971034.71,0.0,Repaid
8691,3900000.0,200430.22,3446919.49,Disbursed
8692,50000000.0,23547381.43,0.02,Repaid
8693,5000000.0,902.89,4671796.5,Disbursed
8694,40000000.0,1459104.37,-0.01,Repaid
8695,50000000.0,0.0,0.0,Repaid
8696,60000000.0,0.0,26466767.15,Disbursed
8697,6000000.0,0.0,5606155.8,Disbursed
8698,20000000.0,0.0,0.0,Repaid
8699,20000000.0,367043.83,18126834.76,Disbursed
8700,10000000.0,4754257.07,4738080.41,Disbursed
8701,12000000.0,0.0,0.0,Repaid
8702,5300000.0,0.0,0.0,Repaid
8703,10000000.0,4860302.32,4642323.01,Disbursed
8704,13000000.0,2886775.93,9329137.79,Disbursed
8705,15000000.0,3461538.46,10381823.83,Disbursed
8706,55000000.0,0.0,49417225.2,Disbursed
8707,37000000.0,0.0,34066047.96,Disbursed
8708,11700000.0,3039410.7,8376446.15,Disbursed
8709,12000000.0,1315508.74,9798318.04,Disbursed
8710,55000000.0,618353.66,0.01,Repaid
8711,62000000.0,8059477.7,-0.02,Repaid
8712,15000000.0,0.0,0.0,Repaid
8713,15000000.0,117405.74,0.01,Repaid
8714,30000000.0,21504389.88,7932416.55,Disbursed
8715,20000000.0,0.0,0.0,Repaid
8716,10000000.0,1231800.41,-0.01,Repaid
8717,20000000.0,1498445.27,0.01,Repaid
8718,30000000.0,14055.76,40585231.79,Disbursed
8719,37000000.0,0.0,0.0,Repaid
8720,65000000.0,0.0,29116983.04,Disbursed
8721,22000000.0,4917183.03,0.03,Repaid
8722,24500000.0,10324287.69,13263320.01,Disbursed
8723,15000000.0,1.55,13583969.28,Disbursed
8724,20000000.0,2.0,18271915.2,Disbursed
8725,11500000.0,351896.8,10265390.88,Disbursed
8726,15000000.0,38016.47,0.01,Repaid
8727,50000000.0,0.0,0.0,Repaid
8728,10000000.0,1191098.57,0.0,Repaid
8729,45000000.0,27164819.0,0.0,Repaid
8730,22600000.0,6373284.89,21975708.2,Disbursed
8731,7000000.0,115504.29,0.01,Repaid
8732,9800000.0,0.0,0.0,Repaid
8733,10000000.0,0.0,8928322.2,Disbursed
8734,19100000.0,14474635.25,4173449.27,Disbursed
8735,20000000.0,0.0,17752826.7,Disbursed
8736,7000000.0,34262.22,0.04,Repaid
8737,5000000.0,0.0,0.0,Repaid
8738,14000000.0,2945.55,13050604.88,Disbursed
8739,14000000.0,0.0,0.0,Repaid
8740,40000000.0,52631.24,16501126.07,Disbursed
8741,30000000.0,4966385.18,23378883.26,Disbursed
8742,12000000.0,282070.86,0.0,Repaid
8743,52000000.0,11300978.29,35882391.62,Disbursed
8744,68000000.0,45714285.71,20694328.2,Disbursed
8745,6000000.0,4831102.3,1199213.54,Disbursed
8746,5600000.0,459218.89,5163418.87,Disbursed
8747,18400000.0,350019.96,0.0,Repaid
8748,50000000.0,0.0,0.0,Repaid
8749,30000000.0,0.0,0.0,Repaid
8750,20000000.0,112058.51,-0.03,Repaid
8751,20400000.0,2355070.62,0.01,Repaid
8752,34500000.0,0.0,0.0,Repaid
8753,17900000.0,0.0,0.0,Repaid
8754,13000000.0,322113.42,0.0,Repaid
8755,9750000.0,0.0,8674545.6,Disbursed
8756,15000000.0,383692.39,0.0,Repaid
8757,47000000.0,6455873.05,36619046.64,Disbursed
8758,145000000.0,20753315.27,95856465.14,Disbursed
8759,7900000.0,0.0,0.0,Repaid
8760,16000000.0,2896571.82,0.0,Repaid
8761,10000000.0,10000000.0,0.0,Cancelled
8762,85000000.0,18375174.34,59642167.41,Disbursed
8763,7000000.0,1786877.29,4764438.35,Disbursed
8764,20000000.0,0.0,0.0,Repaid
8765,119600000.0,35257029.95,77231761.54,Disbursed
8766,15000000.0,5156541.65,9036884.86,Disbursed
8767,6300000.0,0.0,0.0,Repaid
8768,5600000.0,166412.46,-0.06,Repaid
8769,27600000.0,11391580.18,0.01,Repaid
8770,42100000.0,7847731.3,31317909.41,Disbursed
8771,50000000.0,0.0,20822191.46,Disbursed
8772,70000000.0,371218.18,29016700.11,Disbursed
8773,7000000.0,3272166.49,-0.04,Repaid
8774,40000000.0,20000000.0,0.0,Repaid
8775,27000000.0,575274.05,0.0,Repaid
8776,11000000.0,2822.85,-0.05,Repaid
8777,50000000.0,0.0,44348614.38,Disbursed
8778,114000000.0,0.0,101058456.2,Disbursed
8779,3000000.0,0.0,2602363.68,Disbursed
8780,12300000.0,3084439.96,7940969.32,Disbursed
8781,10400000.0,1886542.21,7278543.64,Disbursed
8782,13400000.0,8865964.79,5516372.44,Disbursed
8783,17400000.0,3770492.54,12315638.2,Disbursed
8784,18600000.0,3819352.95,13266982.36,Disbursed
8785,34000000.0,0.01,0.0,Repaid
8786,10800000.0,49.84,0.0,Repaid
8787,100000000.0,0.0,38352604.4,Disbursed
8788,130000000.0,18992478.65,98423628.07,Disbursed
8789,3000000.0,481.0,2602363.68,Disbursed
8790,1000000.0,681114.61,276647.74,Disbursed
8791,39000000.0,11041249.89,0.0,Repaid
8792,15000000.0,766152.06,0.0,Repaid
8793,20000000.0,1644013.22,16520107.68,Disbursed
8794,6000000.0,208068.35,5024263.46,Disbursed
8795,3000000.0,207893.9,0.0,Repaid
8796,25000000.0,1285927.74,-0.01,Repaid
8797,38000000.0,60.81,46294924.23,Disbursed
8798,9000000.0,5346856.28,4432051.68,Disbursed
8799,4400000.0,599847.51,-0.01,Repaid
8800,25000000.0,13878337.84,0.03,Repaid
8801,125000000.0,0.0,50349993.69,Disbursed
8802,150500000.0,109360.67,60589726.78,Disbursed
8803,12700000.0,6199471.51,7951223.3,Disbursed
8804,7500000.0,542454.68,0.0,Repaid
8805,7400000.0,2389881.71,0.0,Repaid
8806,5100000.0,302890.33,4269303.63,Disbursed
8807,10000000.0,0.0,0.0,Repaid
8808,3700000.0,0.0,0.0,Repaid
8809,4200000.0,0.0,0.0,Repaid
8810,17000000.0,30572.15,0.04,Repaid
8811,45000000.0,0.0,0.0,Repaid
8812,5500000.0,44.31,0.0,Repaid
8813,18000000.0,1295293.47,0.0,Repaid
8814,10000000.0,1172561.39,-0.05,Repaid
8815,4800000.0,522751.06,0.0,Repaid
8816,20000000.0,1566621.86,0.01,Repaid
8817,19500000.0,468657.57,-0.02,Repaid
8818,9700000.0,5322240.93,0.0,Repaid
8819,11500000.0,2085.22,0.04,Repaid
8820,23000000.0,37882.31,0.0,Repaid
8821,14100000.0,7995329.36,0.0,Repaid
8822,15000000.0,262565.26,0.0,Repaid
8823,2000000.0,26033.2,1712365.21,Disbursed
8824,40000000.0,3651578.55,31396516.12,Disbursed
8825,55000000.0,0.0,0.0,Repaid
8826,190000000.0,0.0,163672064.6,Disbursed
8827,2500000.0,0.0,1811811.12,Disbursed
8828,3000000.0,929690.95,1795920.46,Disbursed
8829,6800000.0,257344.27,0.01,Repaid
8830,15000000.0,3194.72,0.01,Repaid
8831,28000000.0,2751382.66,21315390.4,Disbursed
8832,145000000.0,14663844.81,112281035.9,Disbursed
8833,16000000.0,0.0,13553977.5,Disbursed
8834,16800000.0,10891392.68,4995815.23,Disbursed
8835,13000000.0,0.0,0.0,Repaid
8836,4000000.0,3525.03,0.0,Repaid
8837,25800000.0,668445.78,20913255.47,Disbursed
8838,102000000.0,9157287.97,78722532.25,Disbursed
8839,47100000.0,41361.37,0.0,Repaid
8840,10000000.0,41.29,0.0,Repaid
8841,7900000.0,1182.45,0.0,Repaid
8842,55000000.0,0.0,0.0,Repaid
8843,12000000.0,4093198.98,0.02,Repaid
8844,60000000.0,6654599.35,0.0,Repaid
8845,16000000.0,0.0,0.0,Repaid
8846,20700000.0,1995362.45,7314376.28,Disbursed
8847,15000000.0,0.0,0.0,Repaid
8848,19700000.0,73117.54,0.01,Repaid
8849,5500000.0,315001.41,0.02,Repaid
8850,11000000.0,2140641.86,-0.04,Repaid
8851,63000000.0,42327543.87,13650718.73,Disbursed
8852,70000000.0,105141.99,0.0,Repaid
8853,15000000.0,96.38,0.0,Repaid
8854,11500000.0,9411381.81,0.0,Repaid
8855,65000000.0,0.0,0.0,Repaid
8856,1700000.0,0.0,0.0,Repaid
8857,25000000.0,0.0,0.0,Repaid
8858,1500000.0,0.0,0.0,Repaid
8859,25000000.0,0.0,9135957.6,Disbursed
8860,14100000.0,126957.2,9136022.16,Disbursed
8861,10500000.0,720618.64,0.06,Repaid
8862,18000000.0,9470371.06,5714082.9,Disbursed
8863,19600000.0,764480.73,10309445.45,Disbursed
8864,12500000.0,755250.4,14017582.38,Disbursed
8865,5900000.0,0.0,0.0,Repaid
8866,200000000.0,0.0,108178043.4,Disbursed
8867,4200000.0,228839.41,2687481.29,Disbursed
8868,40000000.0,16717324.72,0.03,Repaid
8869,33600000.0,0.0,0.0,Repaid
8870,5500000.0,1461891.01,4855695.27,Disbursed
8871,10000000.0,4148478.19,0.0,Repaid
8872,60000000.0,0.0,0.0,Repaid
8873,160000000.0,0.0,83884701.6,Disbursed
8874,20000000.0,829595.99,12961566.25,Disbursed
8875,40000000.0,167389.75,0.01,Repaid
8876,14000000.0,793258.53,-0.01,Repaid
8877,18000000.0,0.0,0.0,Repaid
8878,9000000.0,427037.87,-0.03,Repaid
8879,10000000.0,849931.49,0.0,Repaid
8880,85000000.0,2147741.96,96534198.12,Disbursed
8881,19700000.0,8225287.42,13435738.64,Disbursed
8882,33000000.0,3166.72,0.0,Repaid
8883,10000000.0,714430.29,-0.01,Repaid
8884,81500000.0,2116109.07,53611244.32,Disbursed
8885,170000000.0,0.0,71403507.0,Disbursed
8886,12800000.0,81798.49,8556983.87,Disbursed
8887,70000000.0,11683676.46,0.0,Repaid
8888,10600000.0,9518.69,0.01,Repaid
8889,25000000.0,0.0,10497123.0,Disbursed
